Timestamp,Accel_X,Accel_Y,Accel_Z,Roll,Pitch,Yaw,RM11,RM12,RM13,RM21,RM22,RM23,RM31,RM32,RM33,UserAcc_X,UserAcc_Y,UserAcc_Z,RotRate_X,RotRate_Y,RotRate_Z,MagHeading,TrueHeading,HeadingAccuracy,MagX,MagY,MagZ
461770999.509889,0.006134,0.006027,-1.087418,0.007262,-0.009815,-0.743248,0.736207,-0.676718,-0.007262,0.676651,0.736239,-0.009815,0.011988,0.002312,0.999925,-0.001265,0.002789,0.003908,0.004620,-0.001326,0.004334,157.526627,158.621170,25.000000,-15.726085,-29.098457,-110.571388
461770999.543370,0.009201,0.010864,-0.962967,0.007177,-0.009887,-0.743150,0.736274,-0.676646,-0.007177,0.676578,0.736305,-0.009887,0.011974,0.002424,0.999925,0.002070,0.001069,0.002687,-0.001622,-0.003774,0.000651,157.392578,158.487122,25.000000,-15.588264,-29.098457,-110.505058
461770999.576713,0.008331,0.010880,-1.033371,0.007166,-0.009921,-0.743030,0.736355,-0.676557,-0.007166,0.676489,0.736386,-0.009921,0.011989,0.002458,0.999925,0.002737,0.001325,-0.001265,0.004634,-0.002533,0.008007,157.233887,158.328430,25.000000,-15.105891,-29.647873,-111.035706
461770999.610129,0.005692,0.010025,-0.999619,0.007191,-0.009892,-0.742892,0.736449,-0.676455,-0.007191,0.676387,0.736480,-0.009892,0.011987,0.002421,0.999925,-0.001606,0.004757,-0.029204,0.005867,-0.000097,0.005552,157.147964,158.242508,25.000000,-15.553807,-29.613533,-111.201538
461770999.643351,0.009399,0.010605,-1.005829,0.007149,-0.009888,-0.742826,0.736494,-0.676407,-0.007148,0.676339,0.736524,-0.009887,0.011953,0.002447,0.999926,0.000634,-0.001190,-0.028059,-0.001624,0.001157,0.004262,157.067932,158.162476,25.000000,-15.622716,-29.476181,-111.002541
461770999.676014,0.006943,0.011642,-1.011459,0.007212,-0.009914,-0.742661,0.736604,-0.676286,-0.007211,0.676217,0.736636,-0.009914,0.012016,0.002426,0.999925,0.002188,0.000691,-0.005904,-0.000389,0.001132,0.000612,157.029922,158.124466,25.000000,-15.829448,-29.819565,-110.936211
461770999.709517,0.005371,0.009552,-0.996033,0.007215,-0.009864,-0.742536,0.736689,-0.676193,-0.007214,0.676125,0.736720,-0.009863,0.011985,0.002388,0.999925,-0.000272,0.001779,-0.011534,0.003375,-0.000078,0.006753,156.966797,158.061340,25.000000,-15.450441,-30.128609,-110.903046
461770999.743506,0.009476,0.010864,-1.010834,0.007103,-0.009972,-0.742394,0.736786,-0.676089,-0.007103,0.676020,0.736816,-0.009972,0.011975,0.002545,0.999925,0.001274,-0.000542,-0.000487,-0.001612,-0.001284,0.006728,156.905533,158.000076,25.000000,-15.691628,-30.025597,-111.599533
461770999.775991,0.006516,0.010254,-0.998535,0.007271,-0.010199,-0.742339,0.736820,-0.676050,-0.007270,0.675978,0.736851,-0.010198,0.012252,0.002600,0.999922,0.001915,0.001963,-0.012072,-0.001649,-0.000106,-0.003045,156.873993,157.968536,25.000000,-15.519353,-29.716553,-111.433708
461770999.809881,0.008484,0.007904,-1.000763,0.007204,-0.010236,-0.742260,0.736874,-0.675992,-0.007203,0.675920,0.736904,-0.010235,0.012227,0.002673,0.999922,-0.002671,-0.000683,-0.013079,-0.004110,-0.001269,0.006708,156.798309,157.892853,25.000000,-15.967272,-29.407501,-111.466873
461770999.843401,0.009171,0.012802,-1.011810,0.007229,-0.010198,-0.742102,0.736981,-0.675875,-0.007229,0.675803,0.737011,-0.010198,0.012220,0.002631,0.999922,0.000095,-0.000021,-0.008867,-0.001632,-0.000079,0.001836,156.715439,157.809982,25.000000,-16.242914,-29.407501,-110.670883
461770999.876830,0.006454,0.009048,-1.000473,0.007341,-0.010470,-0.742035,0.737023,-0.675828,-0.007340,0.675752,0.737054,-0.010470,0.012486,0.002756,0.999918,0.000305,0.002927,-0.004827,-0.001648,-0.000098,-0.001825,156.665543,157.760086,25.000000,-16.794197,-29.407501,-110.803543
461770999.910139,0.007828,0.010147,-1.005936,0.007280,-0.010527,-0.741839,0.737156,-0.675683,-0.007280,0.675607,0.737187,-0.010527,0.012479,0.002842,0.999918,-0.002992,0.000856,-0.008154,-0.005368,0.002419,0.006663,156.580200,157.674744,25.000000,-16.311823,-29.338829,-110.471878
461770999.943576,0.009293,0.011230,-1.005585,0.007342,-0.010581,-0.741733,0.737227,-0.675605,-0.007341,0.675528,0.737258,-0.010581,0.012561,0.002841,0.999917,0.001936,0.000909,-0.008796,-0.000389,0.001151,0.003053,156.512131,157.606674,25.000000,-15.967272,-29.682213,-110.737213
461770999.976722,0.007660,0.010056,-1.004593,0.007348,-0.010675,-0.741658,0.737277,-0.675551,-0.007348,0.675473,0.737307,-0.010675,0.012629,0.002907,0.999916,0.001228,0.002020,-0.006218,-0.000379,-0.000061,0.005505,156.486252,157.580795,25.000000,-15.588264,-29.716553,-110.836708
461771000.010221,0.007217,0.011108,-1.007797,0.007373,-0.010671,-0.741559,0.737343,-0.675478,-0.007373,0.675400,0.737374,-0.010671,0.012644,0.002889,0.999916,0.000287,-0.000615,-0.004677,-0.002877,-0.000056,0.004267,156.433899,157.528442,25.000000,-15.622722,-29.682213,-111.068878
461771000.043612,0.007004,0.011520,-1.004105,0.007359,-0.010796,-0.741434,0.737427,-0.675386,-0.007359,0.675307,0.737458,-0.010796,0.012718,0.002992,0.999915,-0.000233,0.001198,-0.006158,-0.001627,0.001179,0.006704,156.389313,157.483856,25.000000,-15.519356,-29.579193,-110.704041
461771000.076702,0.009262,0.012161,-1.004776,0.007386,-0.010831,-0.741330,0.737497,-0.675310,-0.007385,0.675230,0.737528,-0.010831,0.012761,0.003001,0.999914,0.001404,-0.000592,-0.005045,0.000857,-0.001311,0.001868,156.363861,157.458405,25.000000,-15.691630,-29.682213,-110.869873
461771000.110166,0.004501,0.011017,-1.003891,0.007270,-0.010852,-0.741237,0.737561,-0.675241,-0.007269,0.675161,0.737590,-0.010851,0.012689,0.003096,0.999915,-0.002768,0.000165,-0.003976,-0.000377,-0.002513,0.005531,156.310455,157.404999,25.000000,-15.691630,-29.613533,-110.803543
461771000.143388,0.007629,0.009323,-1.004745,0.007159,-0.010875,-0.740457,0.738089,-0.674665,-0.007158,0.674585,0.738117,-0.010874,0.012620,0.003197,0.999915,-0.002428,0.000493,-0.006799,-0.002729,0.001431,0.051835,156.257629,157.352173,25.000000,-15.760542,-29.613533,-111.002541
461771000.176704,0.007660,0.011185,-1.006287,0.007252,-0.010891,-0.739822,0.738516,-0.674197,-0.007251,0.674116,0.738545,-0.010890,0.012697,0.003155,0.999914,0.005749,-0.000850,-0.005304,-0.004102,-0.002469,0.010383,156.212234,157.306778,25.000000,-15.657179,-29.785225,-110.969376
461771000.210349,0.009216,0.011093,-1.005814,0.007203,-0.011002,-0.739509,0.738727,-0.673967,-0.007203,0.673885,0.738755,-0.011001,0.012736,0.003273,0.999914,0.002014,0.000092,-0.005900,-0.005293,0.001132,0.004188,156.186447,157.280991,25.000000,-15.863912,-29.579193,-110.969376
461771000.243414,0.007767,0.011200,-1.004410,0.007250,-0.011099,-0.739510,0.738725,-0.673968,-0.007249,0.673885,0.738753,-0.011099,0.012836,0.003314,0.999912,0.000929,-0.000571,-0.003430,-0.002812,-0.000132,-0.000660,156.134308,157.228851,25.000000,-15.829454,-29.407501,-110.936211
461771000.276752,0.005844,0.011047,-1.005600,0.007213,-0.011145,-0.739445,0.738769,-0.673920,-0.007212,0.673836,0.738797,-0.011144,0.012839,0.003373,0.999912,-0.000025,0.000269,-0.006832,-0.001536,-0.003785,0.005486,156.093262,157.187805,25.000000,-15.484899,-29.544861,-110.737213
461771000.310032,-0.004364,0.060867,-0.999191,0.007229,-0.011211,-0.739304,0.738864,-0.673816,-0.007228,0.673731,0.738891,-0.011211,0.012895,0.003413,0.999911,-0.001384,-0.000164,-0.005689,-0.002767,-0.002519,0.011565,156.074966,157.169510,25.000000,-15.519353,-29.579193,-110.770378
461771000.343577,0.005051,0.090393,-1.006241,0.007565,-0.010975,-0.667722,0.785160,-0.619246,-0.007564,0.619161,0.785187,-0.010975,0.012736,0.003934,0.999911,-0.014507,0.086101,-0.008924,-0.019279,0.021109,2.972217,156.011215,157.105759,25.000000,-16.690830,-29.304489,-110.836708
461771000.376717,0.016846,0.031021,-1.007645,0.008916,-0.010570,-0.573046,0.840169,-0.542252,-0.008916,0.542164,0.840206,-0.010570,0.013223,0.004047,0.999904,-0.004918,0.020604,-0.006901,-0.011322,0.008693,2.728395,150.240112,151.334656,25.000000,-19.309431,-27.724937,-110.704041
461771000.409417,0.005783,-0.007645,-1.005035,0.010046,-0.010169,-0.492224,0.881191,-0.472653,-0.010045,0.472562,0.881239,-0.010169,0.013658,0.004213,0.999898,-0.000264,-0.007483,-0.003734,-0.007717,0.010062,2.308719,145.916595,147.011139,25.000000,-20.928825,-26.385750,-110.206558
461771000.443462,0.027176,-0.037689,-1.002640,0.010645,-0.009741,-0.436055,0.906330,-0.422437,-0.010645,0.422347,0.906382,-0.009740,0.013763,0.004332,0.999896,-0.014780,-0.058248,-0.004163,-0.004986,0.000494,1.235210,141.071091,142.165634,25.000000,-22.651585,-23.363998,-109.941223
461771000.476740,0.020523,0.020737,-1.004578,0.010907,-0.009611,-0.413690,0.915547,-0.402063,-0.010907,0.401973,0.915601,-0.009611,0.013850,0.004415,0.999894,0.011203,-0.005750,-0.006636,-0.001325,0.003568,0.454388,137.426941,138.521484,25.000000,-23.512962,-21.063354,-109.841728
461771000.509557,0.011627,0.007553,-1.002975,0.011036,-0.009662,-0.405768,0.918701,-0.394799,-0.011035,0.394706,0.918756,-0.009662,0.013953,0.004521,0.999892,0.021359,0.048291,-0.003205,-0.003831,0.001477,0.070081,136.885284,137.979828,25.000000,-23.478508,-20.822983,-110.073891
461771000.542842,0.010208,0.009995,-1.005051,0.011041,-0.009771,-0.405585,0.918773,-0.394632,-0.011040,0.394538,0.918828,-0.009770,0.014000,0.004621,0.999891,0.000587,-0.002217,-0.003084,-0.002786,-0.001329,0.006675,135.426987,136.521530,25.000000,-24.374346,-20.342255,-110.339226
461771000.577062,0.011826,0.009018,-1.004761,0.011019,-0.009825,-0.405409,0.918843,-0.394470,-0.011018,0.394375,0.918897,-0.009825,0.014000,0.004682,0.999891,0.000517,0.000536,-0.006747,-0.001556,0.002334,0.004208,134.932770,136.027313,25.000000,-25.028994,-20.445274,-110.173393
461771000.609745,0.013580,0.011490,-1.007187,0.011059,-0.009894,-0.405344,0.918868,-0.394411,-0.011058,0.394315,0.918922,-0.009894,0.014064,0.004730,0.999890,0.000477,-0.000998,-0.001377,-0.000308,-0.001366,0.001815,134.743988,135.838531,25.000000,-25.097904,-20.307922,-110.372391
461771000.643488,0.010040,0.008926,-1.003632,0.011104,-0.009971,-0.405180,0.918931,-0.394261,-0.011103,0.394164,0.918986,-0.009971,0.014135,0.004787,0.999889,0.002478,0.001519,-0.007298,-0.002809,0.001100,0.001772,135.533768,136.628311,25.000000,-24.753355,-20.857330,-109.642738
461771000.676107,0.010162,0.009293,-1.005112,0.011081,-0.010029,-0.405069,0.918975,-0.394160,-0.011080,0.394062,0.919029,-0.010029,0.014136,0.004850,0.999888,0.001386,0.000408,-0.005834,-0.001559,-0.000133,0.001794,135.895752,136.990295,25.000000,-24.339893,-20.788658,-109.974396
461771000.710026,0.010742,0.010300,-1.007126,0.011064,-0.010086,-0.404973,0.919013,-0.394072,-0.011063,0.393974,0.919066,-0.010086,0.014142,0.004911,0.999888,0.000290,-0.000900,-0.004552,-0.002803,-0.000119,0.003005,135.394760,136.489304,25.000000,-24.581081,-20.410934,-109.609573
461771000.742510,0.017197,-0.019806,-1.011765,0.011113,-0.010134,-0.404496,0.919200,-0.393635,-0.011112,0.393536,0.919253,-0.010134,0.014204,0.004942,0.999887,-0.002247,0.000242,-0.005347,-0.000134,0.003857,0.059107,135.357727,136.452271,25.000000,-24.546623,-19.964546,-110.173401
461771000.776734,0.029190,0.016663,-1.006744,0.010529,-0.009594,-0.388401,0.925426,-0.378782,-0.010529,0.378692,0.925473,-0.009594,0.013378,0.004891,0.999899,0.013611,0.006703,-0.002741,-0.004815,0.002758,0.528794,135.307907,136.402451,25.000000,-25.063454,-20.342255,-109.874908
461771000.811120,0.010361,0.007278,-1.003036,0.011717,-0.010137,-0.380909,0.928219,-0.371849,-0.011716,0.371745,0.928280,-0.010137,0.014646,0.005054,0.999880,0.014742,0.007868,-0.004591,-0.001485,-0.002461,0.023779,135.279419,136.373962,25.000000,-25.270185,-20.616966,-109.941238
461771000.843383,-0.002808,0.005356,-1.008392,0.011616,-0.010021,-0.380622,0.928328,-0.371581,-0.011615,0.371480,0.928387,-0.010021,0.014507,0.004988,0.999882,-0.003559,-0.003307,-0.002864,-0.001483,0.001233,0.026183,134.598679,135.693222,25.000000,-25.511372,-20.582642,-109.311081
461771000.876817,0.030670,0.018784,-1.008881,0.010967,-0.009665,-0.369592,0.932380,-0.361312,-0.010966,0.361218,0.932431,-0.009665,0.013717,0.005051,0.999893,0.001730,0.003488,-0.001083,-0.001409,-0.000277,0.425149,133.881866,134.976410,25.000000,-25.718105,-20.033226,-109.377411
461771000.910089,0.013458,0.009003,-1.004929,0.011975,-0.009959,-0.364744,0.934106,-0.356796,-0.011974,0.356692,0.934169,-0.009959,0.014739,0.005031,0.999879,-0.000439,-0.001246,-0.004668,0.003431,-0.000141,0.003054,134.160675,135.255219,25.000000,-25.476915,-20.204918,-109.742241
461771000.943694,0.012299,0.008682,-1.004089,0.011974,-0.009972,-0.364678,0.934129,-0.356735,-0.011974,0.356631,0.934192,-0.009972,0.014743,0.005045,0.999879,-0.001033,0.001701,-0.005065,-0.001562,-0.000124,0.001796,134.095230,135.189774,25.000000,-25.683647,-20.204918,-109.808571
461771000.976796,0.010529,0.009598,-1.006180,0.011934,-0.009989,-0.364587,0.934162,-0.356649,-0.011933,0.356546,0.934225,-0.009989,0.014711,0.005077,0.999879,-0.000138,-0.001200,-0.006408,-0.004059,0.001114,0.001765,134.493546,135.588089,25.000000,-25.614735,-20.616974,-109.609581
461771001.010140,0.010666,0.009216,-1.004517,0.011860,-0.009999,-0.364581,0.934165,-0.356644,-0.011859,0.356540,0.934227,-0.009999,0.014645,0.005112,0.999880,-0.000216,0.000225,-0.004118,-0.000346,-0.000184,-0.007954,134.025803,135.120346,25.000000,-25.821468,-20.273605,-109.410583
461771001.042801,0.010651,0.008804,-1.005035,0.011759,-0.010051,-0.364463,0.934209,-0.356534,-0.011758,0.356430,0.934268,-0.010051,0.014568,0.005198,0.999880,0.001578,-0.000575,-0.003324,-0.002796,-0.000100,0.005447,133.728760,134.823303,25.000000,-26.234932,-20.273605,-109.410583
461771001.076751,0.011566,0.009872,-1.007248,0.011653,-0.010104,-0.364277,0.934276,-0.356360,-0.011652,0.356256,0.934334,-0.010104,0.014488,0.005288,0.999881,-0.000086,-0.000231,-0.007367,-0.001551,0.001122,0.005445,133.382187,134.476730,25.000000,-26.338299,-20.033249,-109.576416
461771001.110033,0.013184,0.009735,-1.004120,0.011618,-0.010107,-0.364185,0.934309,-0.356274,-0.011617,0.356170,0.934367,-0.010106,0.014456,0.005305,0.999881,0.000727,-0.000600,-0.004940,-0.000302,-0.002578,0.003052,133.887558,134.982101,25.000000,-26.200478,-20.307945,-109.908073
461771001.143395,0.011719,0.010651,-1.005997,0.011678,-0.010131,-0.364100,0.934339,-0.356195,-0.011677,0.356090,0.934397,-0.010130,0.014519,0.005307,0.999880,0.000621,-0.001280,-0.004102,-0.000305,-0.001350,0.003040,133.887238,134.981781,25.000000,-26.200478,-20.376617,-110.438728
461771001.176740,0.011810,0.009003,-1.004929,0.011657,-0.010137,-0.364044,0.934359,-0.356143,-0.011656,0.356038,0.934416,-0.010137,0.014501,0.005321,0.999881,0.000063,0.000514,-0.006116,-0.001563,-0.000131,0.000578,133.878586,134.973129,25.000000,-25.924833,-20.376617,-110.173401
461771001.210082,0.011917,0.009079,-1.004532,0.011734,-0.010161,-0.364002,0.934373,-0.356104,-0.011733,0.355999,0.934431,-0.010161,0.014582,0.005318,0.999880,-0.000746,0.000276,-0.003966,-0.001494,0.001057,0.000521,133.714432,134.808975,25.000000,-26.062654,-20.033249,-110.040741
461771001.243201,0.012039,0.009323,-1.004211,0.011714,-0.010175,-0.363880,0.934417,-0.355990,-0.011713,0.355884,0.934475,-0.010175,0.014568,0.005339,0.999880,-0.000224,-0.001035,-0.006178,-0.001478,0.001084,0.005401,133.655045,134.749588,25.000000,-25.683647,-20.204941,-109.808571
461771001.276805,0.011322,0.009995,-1.005127,0.011715,-0.010230,-0.363803,0.934444,-0.355919,-0.011714,0.355812,0.934501,-0.010230,0.014588,0.005391,0.999879,-0.000834,-0.000693,-0.006102,-0.003969,-0.000132,0.005394,133.561203,134.655746,25.000000,-25.511372,-20.239281,-110.107063
461771001.310279,0.014069,0.010147,-1.003830,0.011701,-0.010236,-0.363768,0.934456,-0.355886,-0.011700,0.355780,0.934514,-0.010236,0.014577,0.005402,0.999879,0.000629,0.001239,-0.005004,-0.000234,-0.002623,0.001788,133.504303,134.598846,25.000000,-25.304640,-20.239281,-109.709076
461771001.343282,0.012772,0.009949,-1.006653,0.011677,-0.010288,-0.363584,0.934522,-0.355714,-0.011676,0.355607,0.934579,-0.010288,0.014572,0.005462,0.999879,0.000516,0.000622,-0.005126,-0.002736,-0.001391,0.000537,133.468414,134.562958,25.000000,-25.649193,-19.689865,-109.642738
461771001.376785,0.011063,0.009415,-1.005966,0.011728,-0.010339,-0.363487,0.934555,-0.355625,-0.011727,0.355517,0.934613,-0.010339,0.014637,0.005493,0.999878,0.001929,0.001731,-0.005280,-0.003970,-0.000131,0.005395,133.393829,134.488373,25.000000,-26.028200,-19.449493,-109.476906
461771001.409134,0.011230,0.009277,-1.005829,0.011700,-0.010343,-0.363423,0.934579,-0.355564,-0.011699,0.355457,0.934636,-0.010343,0.014612,0.005508,0.999878,0.000676,-0.001523,-0.003311,-0.001465,-0.001355,0.007867,133.316971,134.411514,25.000000,-25.993746,-19.621185,-109.775398
461771001.443341,0.012344,0.010651,-1.003098,0.011646,-0.010305,-0.363320,0.934616,-0.355467,-0.011645,0.355361,0.934673,-0.010305,0.014547,0.005493,0.999879,0.001600,-0.000478,-0.005645,-0.000237,-0.001394,0.001777,133.261017,134.355560,25.000000,-25.890379,-20.136261,-109.476906
461771001.476424,0.012314,0.010574,-1.004959,0.011677,-0.010310,-0.363263,0.934636,-0.355414,-0.011676,0.355307,0.934693,-0.010310,0.014578,0.005487,0.999879,0.000546,-0.001338,-0.006881,-0.001490,0.001066,0.001743,133.239700,134.334244,25.000000,-25.580280,-20.239281,-109.244743
461771001.510087,0.011459,0.009277,-1.003769,0.011695,-0.010386,-0.363159,0.934672,-0.355318,-0.011694,0.355210,0.934729,-0.010386,0.014621,0.005553,0.999878,-0.000616,0.000250,-0.005371,-0.001491,-0.000167,0.000536,133.207611,134.302155,25.000000,-25.270184,-20.410973,-108.747246
461771001.543394,0.011261,0.009125,-1.004318,0.011642,-0.010388,-0.363128,0.934684,-0.355289,-0.011641,0.355181,0.934740,-0.010388,0.014572,0.005575,0.999878,0.000474,-0.002163,-0.005615,-0.001480,-0.001381,0.002988,133.171234,134.265778,25.000000,-25.201271,-19.998924,-109.078911
461771001.576741,0.012650,0.010254,-1.005569,0.011581,-0.010355,-0.363064,0.934708,-0.355229,-0.011580,0.355121,0.934763,-0.010354,0.014503,0.005566,0.999879,-0.000319,-0.001230,-0.004439,-0.003965,-0.001356,0.005409,133.153809,134.248352,25.000000,-25.373549,-20.239288,-109.112076
461771001.609239,0.012421,0.009918,-1.006027,0.011577,-0.010321,-0.362941,0.934752,-0.355113,-0.011577,0.355006,0.934807,-0.010321,0.014487,0.005538,0.999880,0.000005,0.000223,-0.004774,-0.001477,0.001087,0.005404,133.105377,134.199921,25.000000,-25.890379,-19.930244,-109.476898
461771001.642703,0.012238,0.010376,-1.005478,0.011614,-0.010325,-0.362759,0.934816,-0.354943,-0.011614,0.354836,0.934872,-0.010324,0.014522,0.005530,0.999879,0.001494,-0.001032,-0.003432,-0.000216,-0.002592,0.006671,133.060638,134.155182,25.000000,-25.855925,-20.170616,-109.443733
461771001.677133,0.013138,0.009247,-1.001877,0.011656,-0.010345,-0.362603,0.934870,-0.354798,-0.011655,0.354690,0.934927,-0.010344,0.014567,0.005537,0.999879,0.000582,0.000032,-0.005599,-0.001461,-0.000118,0.009077,133.037201,134.131744,25.000000,-25.752560,-19.930244,-109.344238
461771001.712841,0.010178,0.009171,-1.004379,0.011650,-0.010376,-0.362538,0.934893,-0.354738,-0.011649,0.354630,0.934949,-0.010376,0.014572,0.005569,0.999878,0.000313,-0.000473,-0.006027,-0.000235,-0.001390,0.001779,133.007584,134.102127,25.000000,-25.511372,-20.376633,-109.443741
461771001.743446,0.006973,0.009338,-1.000443,0.011462,-0.010309,-0.362889,0.934772,-0.355064,-0.011461,0.354958,0.934825,-0.010309,0.014375,0.005568,0.999881,0.004515,0.002173,-0.004834,0.000914,-0.007717,-0.032310,132.985611,134.080154,25.000000,-25.614735,-20.754356,-109.410576
461771001.812357,0.014374,0.011047,-1.005432,0.011504,-0.010394,-0.363118,0.934690,-0.355279,-0.011503,0.355171,0.934744,-0.010394,0.014445,0.005630,0.999880,-0.000456,-0.000537,-0.004545,-0.001496,-0.000177,-0.001902,132.962875,134.057419,25.000000,-26.234928,-20.891724,-109.277908
461771002.194662,0.012009,0.008102,-1.005966,0.011523,-0.010572,-0.362571,0.934883,-0.354770,-0.011522,0.354659,0.934936,-0.010572,0.014523,0.005797,0.999878,0.000258,0.000277,-0.007614,0.001016,-0.000156,0.003001,132.938019,134.032562,25.000000,-25.924833,-20.720039,-108.780411
461771002.209974,0.012009,0.008102,-1.005966,0.011577,-0.010548,-0.362509,0.934904,-0.354712,-0.011576,0.354602,0.934958,-0.010548,0.014565,0.005756,0.999877,0.000432,-0.002445,-0.006089,-0.000233,0.001078,0.002979,132.652084,133.746628,25.000000,-26.200478,-19.827271,-109.576408
461771002.243357,0.012939,0.010086,-1.008911,0.011611,-0.010554,-0.362400,0.934942,-0.354610,-0.011610,0.354500,0.934997,-0.010554,0.014598,0.005751,0.999877,0.000429,-0.000712,-0.008149,-0.002643,-0.001372,0.007820,132.633820,133.728363,25.000000,-26.269386,-20.239326,-109.443741
461771002.276708,0.011078,0.008743,-1.007126,0.011615,-0.010580,-0.362372,0.934952,-0.354584,-0.011614,0.354473,0.935006,-0.010580,0.014611,0.005775,0.999877,0.001325,-0.000494,-0.009035,-0.001412,-0.001404,0.002950,132.590149,133.684692,25.000000,-26.579481,-20.342346,-109.211578
461771002.310040,0.009338,0.010025,-1.006638,0.011569,-0.010602,-0.362176,0.935022,-0.354401,-0.011569,0.354290,0.935075,-0.010602,0.014575,0.005815,0.999877,0.000211,-0.000989,-0.009065,-0.002662,-0.000171,0.002928,132.559402,133.653946,25.000000,-26.166018,-20.479698,-109.145241
461771002.343533,0.010391,0.008560,-1.007523,0.011550,-0.010549,-0.362035,0.935072,-0.354269,-0.011549,0.354159,0.935126,-0.010549,0.014537,0.005774,0.999878,-0.000563,-0.001836,-0.005738,-0.002653,-0.000158,0.005369,132.546280,133.640823,25.000000,-26.028196,-20.342346,-109.277908
461771002.376747,0.010254,0.011276,-1.009659,0.011547,-0.010558,-0.361992,0.935088,-0.354228,-0.011546,0.354118,0.935141,-0.010558,0.014538,0.005784,0.999878,0.000203,-0.000304,-0.009247,-0.000159,-0.001403,0.004181,132.518204,133.612747,25.000000,-25.821468,-19.930298,-109.277908
461771002.410036,0.011841,0.009033,-1.009201,0.011512,-0.010562,-0.361917,0.935115,-0.354158,-0.011511,0.354048,0.935168,-0.010562,0.014505,0.005801,0.999878,-0.001059,-0.001758,-0.006363,0.003565,-0.002680,-0.001878,132.486160,133.580704,25.000000,-25.373549,-19.827293,-109.908058
461771002.443463,0.012085,0.009705,-1.006256,0.011516,-0.010549,-0.361829,0.935146,-0.354075,-0.011515,0.353966,0.935199,-0.010549,0.014504,0.005789,0.999878,0.000326,0.000437,-0.008331,-0.000126,-0.000203,0.002895,132.476715,133.571259,25.000000,-25.201271,-19.861633,-110.007561
461771002.476776,0.012360,0.010178,-1.007324,0.011529,-0.010580,-0.361808,0.935153,-0.354056,-0.011528,0.353946,0.935206,-0.010580,0.014527,0.005813,0.999878,-0.000206,-0.000402,-0.008301,-0.002627,0.001029,0.001644,132.475037,133.569580,25.000000,-24.684444,-20.308014,-110.372383
461771002.510107,0.009659,0.010239,-1.006287,0.011544,-0.010629,-0.361700,0.935191,-0.353956,-0.011543,0.353845,0.935244,-0.010628,0.014558,0.005855,0.999877,0.002540,-0.001473,-0.009553,-0.003869,-0.002653,0.000451,132.468124,133.562668,25.000000,-25.201275,-19.930298,-110.073891
461771002.543459,0.012497,0.009720,-1.007431,0.011429,-0.010650,-0.361633,0.935216,-0.353893,-0.011428,0.353782,0.935267,-0.010650,0.014457,0.005917,0.999878,-0.001769,-0.000411,-0.006409,-0.001374,-0.001431,0.001678,132.459045,133.553589,25.000000,-25.166821,-19.827278,-110.040726
461771002.576772,0.012512,0.011017,-1.007965,0.011418,-0.010641,-0.361624,0.935220,-0.353884,-0.011418,0.353774,0.935270,-0.010641,0.014444,0.005913,0.999878,0.000576,-0.001883,-0.010254,-0.001373,-0.000196,0.002886,132.423325,133.517868,25.000000,-25.752556,-19.380882,-109.609558
461771002.610123,0.011658,0.010727,-1.006439,0.011432,-0.010668,-0.361473,0.935273,-0.353743,-0.011431,0.353632,0.935324,-0.010667,0.014465,0.005935,0.999878,-0.000093,-0.000459,-0.008469,-0.000073,0.001038,0.007590,132.390472,133.485016,25.000000,-25.580278,-19.621246,-109.377396
461771002.643568,0.013046,0.008438,-1.007507,0.011400,-0.010648,-0.361411,0.935295,-0.353685,-0.011399,0.353575,0.935346,-0.010648,0.014428,0.005928,0.999878,0.000259,0.000079,-0.006561,-0.001319,-0.001418,0.006385,132.371689,133.466232,25.000000,-25.787010,-19.552574,-109.576393
461771002.676855,0.010803,0.009750,-1.004959,0.011394,-0.010604,-0.361277,0.935343,-0.353559,-0.011393,0.353449,0.935394,-0.010604,0.014406,0.005891,0.999879,-0.000300,-0.001220,-0.006804,-0.000086,-0.000215,0.002722,132.343903,133.438446,25.000000,-25.924833,-19.964630,-110.107056
461771002.710053,0.010376,0.010788,-1.006531,0.011331,-0.010577,-0.361163,0.935384,-0.353452,-0.011330,0.353343,0.935434,-0.010577,0.014337,0.005890,0.999880,-0.000527,-0.000826,-0.005079,-0.002587,0.001016,0.001471,132.310394,133.404938,25.000000,-26.407207,-20.033310,-110.372391
461771002.743420,0.012253,0.010208,-1.005814,0.011367,-0.010597,-0.361077,0.935414,-0.353372,-0.011366,0.353262,0.935464,-0.010596,0.014377,0.005897,0.999879,0.000521,0.000848,-0.007247,0.001156,0.002234,0.002708,132.296051,133.390594,25.000000,-26.545027,-20.376694,-110.372391
461771002.776862,0.012314,0.011307,-1.007599,0.011383,-0.010555,-0.361022,0.935433,-0.353320,-0.011382,0.353211,0.935484,-0.010555,0.014377,0.005853,0.999880,0.000322,-0.001186,-0.008437,-0.000052,-0.000238,0.000213,132.271408,133.365952,25.000000,-25.993742,-20.170662,-110.040726
461771002.820658,0.018570,-0.001282,-1.007462,0.011440,-0.010576,-0.360943,0.935460,-0.353247,-0.011439,0.353137,0.935512,-0.010576,0.014438,0.005854,0.999879,-0.000011,-0.002291,-0.005111,-0.002551,0.003462,0.001377,132.253159,133.347702,25.000000,-25.855923,-20.308014,-110.372391
