Timestamp,Accel_X,Accel_Y,Accel_Z,Roll,Pitch,Yaw,UserAcc_X,UserAcc_Y,UserAcc_Z,RotRate_X,RotRate_Y,RotRate_Z,MagHeading,TrueHeading,HeadingAccuracy,MagX,MagY,MagZ
461772216.800379,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
461772216.833277,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
461772216.866725,-0.166824,-0.264969,-1.007019,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
461772216.899995,-0.157883,-0.203461,-1.115799,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
461772216.932369,-0.153488,-0.176178,-1.137817,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
461772216.966681,-0.134949,-0.270569,-0.849823,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
461772217.000023,-0.211685,-0.278336,-0.855240,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
461772217.033375,-0.239014,-0.241608,-0.884735,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
461772217.066804,-0.190323,-0.218048,-1.130661,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
461772217.100067,-0.252945,-0.259003,-1.057693,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
461772217.133333,-0.252945,-0.259003,-1.057693,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
461772217.166650,-0.144974,-0.300537,-0.998291,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
461772217.200116,-0.161301,-0.325638,-0.843491,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
461772217.233429,-0.195786,-0.361694,-0.735992,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
461772217.266911,-0.148514,-0.346939,-0.822205,-0.165124,0.253764,0.020093,-0.003564,-0.116047,0.191090,-0.066316,-0.220008,-0.155865,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
461772217.300128,-0.135651,-0.325943,-0.845306,-0.169405,0.254835,0.015142,0.026600,-0.069066,0.075556,0.133075,-0.131219,-0.136925,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
461772217.333452,-0.133026,-0.333130,-0.836441,-0.169975,0.273314,0.010607,0.029853,-0.063206,0.112565,0.145407,-0.099562,-0.173758,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
461772217.366775,-0.122192,-0.324783,-0.907288,-0.173404,0.284129,0.004062,0.040252,-0.053709,0.076797,-0.022215,-0.382287,-0.177124,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
461772217.400130,-0.167923,-0.322510,-0.930267,-0.186893,0.284241,0.000276,0.043586,-0.031888,0.001204,0.004434,-0.413672,-0.059484,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
461772217.433534,-0.156967,-0.328583,-0.910782,-0.188809,0.286286,-0.002094,0.009960,-0.041263,0.020514,-0.127456,0.046102,-0.032153,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
461772217.466766,-0.145279,-0.343109,-0.897339,-0.180917,0.287428,-0.004308,0.024677,-0.054496,0.035473,-0.101332,0.131990,-0.023082,8.021858,9.116409,25.000000,-8.625042,31.418808,-33.433086
461772217.500121,-0.126175,-0.374054,-0.806351,-0.176176,0.296022,-0.007500,0.041346,-0.065735,0.075717,0.100894,0.017794,-0.100968,7.995441,9.089993,25.000000,-8.762861,31.041077,-33.051678
461772217.533541,-0.100784,-0.345795,-0.819504,-0.174566,0.296470,-0.011584,0.048443,-0.083556,0.158880,-0.166142,0.042161,-0.130092,8.136641,9.231192,25.000000,-8.866231,31.281433,-32.952179
461772217.566776,-0.109100,-0.349960,-0.882278,-0.165667,0.284919,-0.017329,0.049162,-0.068881,0.064267,-0.423756,0.088313,-0.000826,8.352894,9.447445,25.000000,-9.072960,31.212769,-33.151173
461772217.600103,-0.131668,-0.335175,-0.928757,-0.164686,0.276402,-0.022494,0.063452,-0.084297,-0.025079,-0.098168,-0.112609,-0.117119,8.713408,9.807960,25.000000,-9.245237,31.453125,-33.184338
461772217.633436,-0.156754,-0.334839,-0.881348,-0.169212,0.285963,-0.026808,-0.022180,-0.037377,0.029444,0.260234,-0.317019,-0.183163,9.419329,10.513880,25.000000,-9.658699,31.109756,-32.985340
461772217.666774,-0.125122,-0.336472,-0.826385,-0.174946,0.295592,-0.029252,0.009753,-0.043533,0.060680,0.421331,-0.410045,-0.227387,9.855270,10.949821,25.000000,-10.003252,31.041077,-33.184338
461772217.700095,-0.128067,-0.308441,-0.854111,-0.189177,0.312096,-0.031887,0.051037,-0.011382,0.106069,0.230524,-0.024769,0.049143,10.506234,11.600785,25.000000,-10.864632,30.526016,-33.947159
461772217.733404,-0.210754,-0.312576,-0.755707,-0.179656,0.319999,-0.025280,-0.003674,0.012594,0.119856,0.326751,0.600164,0.177855,10.233413,11.327964,25.000000,-11.071363,30.113953,-34.146156
461772217.766797,-0.169464,-0.345978,-0.731415,-0.157810,0.328346,-0.019880,-0.047712,-0.007936,0.202103,0.206136,0.779105,0.034847,9.953231,11.047782,25.000000,-10.899089,29.736252,-34.245655
461772217.800416,-0.077805,-0.438278,-0.810211,-0.145594,0.329884,-0.019600,-0.006083,-0.019374,0.193944,0.027834,0.726996,0.008383,9.818446,10.912997,25.000000,-10.313350,29.358536,-34.146156
