Timestamp,Accel_X,Accel_Y,Accel_Z,Roll,Pitch,Yaw,GravAcc_X,GravAcc_Y,GravAcc_Z,UserAcc_X,UserAcc_Y,UserAcc_Z,RotRate_X,RotRate_Y,RotRate_Z,MagHeading,TrueHeading,HeadingAccuracy,Lat,Long,LocAccuracy,Course,Speed,Altitude
462463528.938984,0.291611,-0.550690,-0.812439,-0.138476,0.317887,0.231021,-0.131118,-0.312561,-0.940805,0.340744,-0.227295,0.074838,-0.550663,0.179862,-0.165273,318.701660,319.798370,10.000000,28.709475,77.206364,10.000000,87.187500,0.670000,197.263184
462463528.972450,-0.014297,-0.177750,-1.045273,-0.140914,0.304453,0.221498,-0.133989,-0.299771,-0.944555,0.113252,0.039380,0.004095,-0.347700,-0.359149,-0.268153,320.157715,321.254425,10.000000,28.709475,77.206364,10.000000,87.187500,0.670000,197.263184
462463529.005762,0.046494,-0.343506,-0.838776,-0.143862,0.310382,0.202900,-0.136515,-0.305423,-0.942380,0.264079,0.082156,0.014798,0.275658,-0.212473,-0.982228,320.579895,321.676605,10.000000,28.709475,77.206364,10.000000,87.187500,0.670000,197.263184
462463529.039031,-0.094635,-0.291138,-0.799408,-0.128984,0.321622,0.176423,-0.122031,-0.316105,-0.940843,0.036063,0.019383,0.110200,0.128874,0.261936,-0.528125,321.843201,322.939911,10.000000,28.709475,77.206364,10.000000,87.187500,0.670000,197.263184
462463529.072427,0.131134,-0.552887,-0.797195,-0.116365,0.317291,0.167688,-0.110307,-0.311994,-0.943659,0.015672,0.020857,0.144251,-0.354211,0.429325,-0.166256,323.062866,324.159576,10.000000,28.709475,77.206364,10.000000,87.187500,0.670000,197.263184
462463529.104730,0.126663,-0.485153,-0.962097,-0.085663,0.302470,0.161437,-0.081674,-0.297879,-0.951103,0.263971,-0.267169,0.160484,-0.505575,1.278514,-0.078271,323.343018,324.439728,10.000000,28.709475,77.206364,10.000000,87.187500,0.670000,197.263184
462463529.139176,0.084152,-0.575211,-1.045212,-0.028505,0.287272,0.160224,-0.027333,-0.283337,-0.958631,0.182255,-0.222416,-0.109484,-0.585597,1.935603,-0.050049,322.607147,323.703857,10.000000,28.709475,77.206364,10.000000,87.187500,0.670000,197.263184
462463529.172355,0.021530,-0.498932,-1.080978,0.017992,0.249422,0.152970,0.017434,-0.246844,-0.968898,0.004096,-0.252088,-0.112080,-1.036235,-0.113513,-0.130677,323.272247,324.368958,10.000000,28.709474,77.206372,10.000000,94.218750,0.710000,197.377747
462463529.205943,0.067688,-0.430374,-1.229568,-0.000283,0.208477,0.159732,-0.000277,-0.206970,-0.978347,0.095553,-0.190140,-0.304261,-1.300493,-0.434424,0.437815,322.987274,324.083984,10.000000,28.709474,77.206372,10.000000,94.218750,0.710000,197.377747
462463529.239104,0.350479,-0.384964,-1.097885,-0.001418,0.176105,0.183941,-0.001396,-0.175196,-0.984533,0.211158,-0.246282,-0.152705,-0.719811,0.396257,0.889047,321.701660,322.798370,10.000000,28.709474,77.206372,10.000000,94.218750,0.710000,197.377747
462463529.272435,0.435654,-0.382858,-1.073105,0.001732,0.168311,0.198592,0.001708,-0.167518,-0.985868,0.348771,-0.217446,-0.112018,-0.374097,0.279313,0.885535,320.764130,321.860840,10.000000,28.709474,77.206372,10.000000,94.218750,0.710000,197.377747
462463529.305729,0.409317,-0.147491,-1.080017,-0.015830,0.162515,0.252984,-0.015621,-0.161800,-0.986700,0.443050,-0.061909,-0.079722,0.074118,-0.258594,1.411613,320.380402,321.477112,10.000000,28.709474,77.206372,10.000000,94.218750,0.710000,197.377747
462463529.338365,0.420364,-0.229065,-0.900452,-0.023837,0.176190,0.290324,-0.023465,-0.175280,-0.984239,0.449842,0.012499,-0.030181,0.929876,0.181367,0.661011,317.528778,318.625488,10.000000,28.709474,77.206372,10.000000,94.218750,0.710000,197.377747
462463529.371443,0.167450,-0.085754,-0.993668,-0.017407,0.212971,0.295193,-0.017013,-0.211365,-0.977259,0.328155,0.032364,0.075297,0.996576,0.150799,0.064011,315.931183,317.027893,10.000000,28.709474,77.206372,10.000000,94.218750,0.710000,197.377747
462463529.405566,0.091156,-0.098923,-1.014145,-0.001551,0.236010,0.305817,-0.001508,-0.233825,-0.972278,-0.019137,0.247298,-0.156125,0.785464,1.115030,0.268736,313.873901,314.970612,10.000000,28.709474,77.206372,10.000000,94.218750,0.710000,197.377747
462463529.438932,0.169052,-0.356430,-1.012695,0.062987,0.275365,0.293862,0.060574,-0.271898,-0.960418,0.259952,-0.018415,0.099105,1.308573,2.202188,-0.676302,313.306091,314.402802,10.000000,28.709474,77.206372,10.000000,94.218750,0.710000,197.377747
462463529.472007,0.105072,-0.353012,-1.138123,0.122569,0.300598,0.264686,0.116780,-0.296092,-0.947994,-0.022450,-0.049794,-0.167424,0.592766,1.025652,-0.749351,314.083466,315.180176,10.000000,28.709474,77.206372,10.000000,94.218750,0.710000,197.377747
462463529.505577,0.255753,-0.542007,-1.032837,0.151490,0.311357,0.241829,0.143655,-0.306350,-0.941017,0.057501,-0.113007,-0.132347,0.330251,0.481706,-0.569033,314.663788,315.760498,10.000000,28.709474,77.206372,10.000000,94.218750,0.710000,197.377747
462463529.538902,0.179672,-0.653381,-1.064651,0.165707,0.322605,0.212891,0.156440,-0.317038,-0.935421,0.054390,-0.342767,-0.079334,0.581075,-0.066212,-0.914244,315.260284,316.356995,10.000000,28.709474,77.206372,10.000000,94.218750,0.710000,197.377747
462463529.572233,0.122467,-0.587311,-0.984039,0.155625,0.334488,0.182198,0.146408,-0.328286,-0.933163,-0.033783,-0.277992,-0.127521,0.363809,-1.170744,-0.648692,317.789978,318.886688,10.000000,28.709474,77.206372,10.000000,94.218750,0.710000,197.377747
462463529.605585,0.263123,-0.536789,-0.831848,0.073208,0.327336,0.182183,0.069259,-0.321522,-0.944366,0.169968,-0.207103,0.056899,-0.733488,-3.400650,0.459508,318.714386,319.811096,10.000000,28.709474,77.206372,10.000000,94.218750,0.710000,197.377747
462463529.638943,0.140228,-0.517807,-0.410873,-0.007164,0.311437,0.180066,-0.006819,-0.306426,-0.951870,0.270781,-0.287232,0.175304,-0.181392,-1.654443,-0.683425,318.675903,319.772614,10.000000,28.709474,77.206372,10.000000,94.218750,0.710000,197.377747
462463529.672278,-0.166351,-0.280746,-0.646362,-0.040612,0.305177,0.156600,-0.038725,-0.300462,-0.953007,-0.031969,-0.060027,0.428792,-0.465042,-1.050368,-0.419545,320.295715,321.392426,10.000000,28.709474,77.206372,10.000000,94.218750,0.710000,197.377747
462463529.705620,0.357285,-0.359879,-0.589188,-0.047941,0.283090,0.147502,-0.046015,-0.279324,-0.959094,0.071528,-0.090793,0.228579,-0.661438,0.345836,0.018893,321.323792,322.420502,10.000000,28.709474,77.206372,10.000000,94.218750,0.710000,197.377747
462463529.738957,0.652161,-0.418106,-0.804581,-0.040577,0.262285,0.171638,-0.039179,-0.259288,-0.965005,0.412424,-0.002873,0.379556,-0.518618,0.182880,0.858549,321.591705,322.688416,10.000000,28.709474,77.206372,10.000000,94.218750,0.710000,197.377747
462463529.772287,0.183365,-0.046082,-0.917618,-0.024887,0.260246,0.172143,-0.024047,-0.257318,-0.966028,0.676207,-0.160788,0.161447,0.048100,0.859492,-0.393172,320.632843,321.729553,10.000000,28.709474,77.206372,10.000000,94.218750,0.710000,197.377747
462463529.805618,0.312119,-0.203598,-1.140656,0.017044,0.254404,0.182533,0.016495,-0.251669,-0.967673,0.166870,0.205587,0.050055,-0.084903,1.894154,0.860673,320.328156,321.424866,10.000000,28.709474,77.206372,10.000000,94.218750,0.710000,197.377747
