Timestamp,Accel_X,Accel_Y,Accel_Z,Roll,Pitch,Yaw,UserAcc_X,UserAcc_Y,UserAcc_Z,RotRate_X,RotRate_Y,RotRate_Z,MagHeading,TrueHeading,HeadingAccuracy,MagX,MagY,MagZ
461771998.305743,0.032410,-0.121567,-0.996964,0.013010,0.132122,-0.002354,0.004575,0.007333,-0.004954,0.069729,0.034846,-0.037262,159.300430,160.394974,-1.000000,-41.739780,-47.332993,-103.241676
461771998.339013,0.030121,-0.119415,-1.004730,0.018150,0.130949,-0.003704,0.011516,0.012334,-0.011685,0.004773,0.076965,-0.028424,159.300430,160.394974,-1.000000,-41.739780,-47.332993,-103.241676
461771998.372034,0.032684,-0.116379,-1.011749,0.022310,0.129068,-0.004776,0.012270,0.011949,-0.016774,0.008586,0.036551,-0.019459,159.300430,160.394974,-1.000000,-41.739780,-47.332993,-103.241676
461771998.405875,0.045334,-0.115707,-0.997284,0.025382,0.127235,-0.005837,0.017093,0.010895,-0.025966,0.045913,0.033991,-0.021598,159.300430,160.394974,-1.000000,-41.739780,-47.332993,-103.241676
461771998.438967,0.042587,-0.116989,-0.977234,0.030124,0.129122,-0.006969,0.009606,0.011042,0.011748,0.035897,0.029352,-0.005785,159.300430,160.394974,-1.000000,-41.739780,-47.332993,-103.241676
461771998.472018,0.028900,-0.116760,-1.001678,0.030558,0.128915,-0.007274,0.005238,0.011142,0.002149,0.005935,0.001146,-0.028915,159.300430,160.394974,-1.000000,-41.739780,-47.332993,-103.241676
461771998.505673,0.040726,-0.117874,-0.985840,0.029783,0.127584,-0.009112,0.009969,0.010142,0.002098,0.012091,-0.008636,-0.023897,159.300430,160.394974,-1.000000,-41.739780,-47.332993,-103.241676
461771998.538953,0.034058,-0.126129,-0.998856,0.030554,0.127357,-0.009474,0.002870,0.001540,-0.000810,0.003375,0.001401,0.000331,159.300430,160.394974,-1.000000,-41.739780,-47.332993,-103.241676
461771998.572360,0.039215,-0.129150,-1.005112,0.030682,0.126836,-0.009378,0.008784,-0.002654,-0.013611,-0.016495,-0.025409,0.007761,159.300430,160.394974,-1.000000,-41.739780,-47.332993,-103.241676
461771998.605735,0.034760,-0.129959,-0.993362,0.030032,0.126794,-0.009373,0.005934,-0.004451,-0.016562,-0.002710,-0.066014,-0.002711,159.300430,160.394974,-1.000000,-41.739780,-47.332993,-103.241676
461771998.638944,0.027878,-0.123062,-0.994019,0.027982,0.127053,-0.010238,0.001742,-0.001508,-0.004787,-0.003989,-0.072254,-0.027061,159.300430,160.394974,-1.000000,-41.739780,-47.332993,-103.241676
