Timestamp,Accel_X,Accel_Y,Accel_Z,Roll,Pitch,Yaw,UserAcc_X,UserAcc_Y,UserAcc_Z,RotRate_X,RotRate_Y,RotRate_Z,MagHeading,TrueHeading,HeadingAccuracy,MagX,MagY,MagZ
461775508.064222,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
461775508.098032,-0.224960,-0.692612,-0.842010,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
461775508.131081,-0.210419,-0.698456,-1.218170,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
461775508.164339,-0.005051,-0.486954,-1.040771,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
461775508.197642,-0.073624,-0.488739,-0.564407,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
461775508.231023,-0.137634,-0.516922,-0.555176,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
461775508.264256,-0.103104,-0.517792,-0.815842,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
461775508.297625,-0.214737,-0.672897,-0.990677,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
461775508.330938,-0.173325,-0.676285,-1.147247,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
461775508.364419,-0.014587,-0.477173,-0.984894,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
461775508.397706,-0.123398,-0.491699,-0.577042,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
461775508.431324,-0.212967,-0.512604,-0.656784,-0.240429,0.931603,0.121511,-0.037943,0.308025,-0.022143,-0.342105,-0.208535,0.060254,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
461775508.464424,-0.068832,-0.472870,-0.955093,-0.231495,0.913255,0.108980,0.004984,0.295968,-0.316782,-0.644407,0.160771,-0.206823,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
461775508.497742,0.012100,-0.446075,-0.802765,-0.209469,0.905980,0.093500,0.144044,0.370374,-0.288843,-0.038696,0.332326,-0.201462,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
461775508.530666,-0.070511,-0.513779,-0.815201,-0.201923,0.907978,0.088800,0.102306,0.307594,-0.184469,-0.053453,-0.059434,-0.039067,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
461775508.563662,-0.056305,-0.515594,-1.124619,-0.198027,0.899655,0.081490,0.015473,0.215806,-0.380248,-0.388175,0.018878,-0.133908,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
