Timestamp,Accel_X,Accel_Y,Accel_Z,Roll,Pitch,Yaw,UserAcc_X,UserAcc_Y,UserAcc_Z,RotRate_X,RotRate_Y,RotRate_Z,MagHeading,TrueHeading,HeadingAccuracy,MagX,MagY,MagZ
461773365.972433,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
461773366.005896,0.092453,-0.154221,-1.008041,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
461773366.038526,0.090195,-0.158691,-1.008774,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
461773366.072474,0.088989,-0.167969,-0.982803,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
461773366.105513,0.087097,-0.170441,-0.980942,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
461773366.139223,0.085373,-0.182968,-0.983917,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
461773366.172454,0.089127,-0.176620,-0.988159,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
461773366.205158,0.081482,-0.177307,-1.001617,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
461773366.238322,0.074005,-0.169907,-0.974365,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
461773366.271672,0.073257,-0.181915,-0.973938,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
461773366.305841,0.084167,-0.193207,-0.985504,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
461773366.339166,0.083710,-0.186813,-0.981537,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
461773366.372474,0.086624,-0.203720,-0.972351,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
461773366.405019,0.089111,-0.201584,-0.971756,0.091612,0.164519,-0.009422,-0.002800,-0.036082,0.006469,0.122976,0.007828,-0.122247,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
461773366.439131,0.104797,-0.213943,-0.991638,0.093362,0.177064,-0.014570,0.007489,-0.027611,0.003531,0.116701,-0.000895,-0.152706,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
461773366.471655,0.097031,-0.222107,-1.027664,0.096746,0.188189,-0.020580,0.011754,-0.030739,-0.022280,0.225289,-0.008705,-0.148137,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
